18:"0.28342531,-0.016203385,-0.097128225,-0.99704778,-0.97285921,-0.98785117,-0.99747136,-0.97404253,-0.9880223,-0.93860892,-0.56637718,-0.8032079000000001,0.85021987,0.67443567,0.84721261,-0.98804712,-0.99997657,-0.99975437,-0.99958259,-0.9977530000000001,5.0"
19:"0.28023702,-0.018957679,-0.10726972,-0.99707669,-0.99384898,-0.98966128,-0.99747272,-0.99361463,-0.98933414,-0.9403408000000001,-0.57731838,-0.81791684,0.85129886,0.68836548,0.84470474,-0.99578777,-0.99998224,-0.99996324,-0.99980934,-0.99745782,4.0"
20:"0.22571228,-0.015722383,-0.10553341,0.095062899,0.34114544,-0.20826985,0.039813428,0.32453292,-0.33420084,0.44858912,0.02126267,-0.34561956,0.16057504,-0.099580527,0.12298263,0.14273764,-0.39934067,-0.65381145,-0.71666458,-0.14159751,3.0"
21:"0.27833220000000003,-0.01700362,-0.1116865,-0.99823176,-0.99171166,-0.98992232,-0.99804568,-0.99267792,-0.99041508,-0.94383966,-0.56737382,-0.81085575,0.85256286,0.69278233,0.84016142,-0.99632581,-0.99999125,-0.9999551,-0.99980021,-0.99738684,4.0"
22:"0.27691459999999996,-0.013276664,-0.10974388,-0.99836013,-0.98293077,-0.99323506,-0.99852534,-0.98100811,-0.99212414,-0.94458281,-0.5646813,-0.82564197,0.85237876,0.69282801,0.84359968,-0.9938326999999999,-0.99999205,-0.99985226,-0.99988653,-0.99839916,5.0"
23:"0.2250419,-0.091264496,-0.36960062,-0.12719559,-0.32877187,0.021111885,-0.17809992,-0.33300086,0.029919015,0.15733914,-0.18829286,-0.41491428,0.18458693,0.31276594,0.12596649,-0.02762942,-0.61744203,-0.90209583,-0.43236670000000005,-0.28539135,2.0"
24:"0.26689552,-0.0094239423,-0.08519007,-0.97325473,-0.87953542,-0.90937518,-0.97698255,-0.87821831,-0.90875622,-0.92057503,-0.49785502,-0.74440613,0.80085229,0.66374319,0.81466137,-0.93040058,-0.99950652,-0.9966779,-0.99433697,-0.98443193,4.0"
25:"0.27701495,-0.014439212,-0.10368149,-0.99783369,-0.99048982,-0.98884984,-0.99797355,-0.98916684,-0.98786494,-0.94264451,-0.57066592,-0.81599108,0.85165766,0.69474976,0.84735711,-0.99360041,-0.9999888000000001,-0.99993318,-0.99975997,-0.99747743,5.0"
26:"0.38002077,-0.040510571,-0.13901039,-0.85876042,-0.88803272,-0.88369419,-0.88267837,-0.89126254,-0.89223201,-0.83507417,-0.50568749,-0.68429669,0.62575124,0.64224635,0.79984485,-0.84814356,-0.98737114,-0.99620818,-0.99105624,-0.91259281,6.0"
27:"0.18155133,0.015986403,-0.16614154,-0.21471492,-0.0089788763,0.12841003,-0.28110618,-0.064101861,0.1434152,-0.12144027,0.20957708,-0.12595501,0.049721,0.26855908,0.026758927,-0.012149415,-0.68856867,-0.80800152,-0.42653781,-0.42188751,2.0"
28:"0.43906334,-0.028979532,-0.14925098,0.20752477,-0.23589028,-0.25317118,0.15228917,-0.2692441,-0.25908643,0.41766641,0.08430520300000001,-0.1520279,-0.14313645,0.24236629,0.13014669999999998,0.043988382,-0.26557718,-0.88610781,-0.7448121,-0.024865111,3.0"
29:"0.31205089,-0.0011914137,-0.11730152,0.033857873,-0.19032387,-0.26311693,-0.081312911,-0.21765187,-0.28692833,0.58430698,0.030188608,-0.39367574,0.21427424,0.25330471,0.24620623,-0.07057949599999999,-0.46460106,-0.87213056,-0.75370778,-0.32169548,3.0"
30:"0.27803836,-0.019016531,-0.10659311,-0.99796138,-0.98432594,-0.98378654,-0.9982562,-0.98409429,-0.98370204,-0.9385799000000001,-0.56556963,-0.80831823,0.85263625,0.6875945,0.8456663000000001,-0.99221488,-0.99998964,-0.9998868000000001,-0.99965324,-0.99810472,5.0"
